SA4_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
125,7328,4406,2692,1321,408,198,28758,1275,4152,3404,2538,1655,630,166,53,13867,516,1366,865,450,251,142,57,16,3676,609,1572,1147,745,365,211,56,32,4736,55,65,30,63,72,50,36,12,390,123,522,389,228,152,70,27,11,1526,1990,3428,2303,1868,1565,1250,1117,943,14461,9231,33212,22936,15558,10686,5736,2856,1606,101815,601,2159,1747,1345,913,497,180,40,7491,921,6633,5205,1580,588,138,14,5,15089,1324,6812,5843,5052,4423,2811,1599,543,28416,792,2276,2053,1583,1011,636,344,103,8799,128,388,382,333,240,103,59,28,1654,1265,5584,3390,2365,2009,997,484,147,16245,750,2838,2271,2083,1801,1218,514,175,11646,4170,18923,13089,7393,4808,2496,800,305,51991,1949,5985,4844,3753,2692,1134,379,113,20850,860,2233,1401,789,470,254,100,25,6132,879,2930,1901,1163,645,360,134,52,8064,131,166,97,116,130,93,55,19,809,212,883,701,480,316,172,77,23,2864,4513,7862,5481,4078,3289,2511,2006,1413,31162,18502,65673,48404,32119
126,3973,2970,1823,957,387,241,16440,568,1651,1751,1494,1076,614,221,82,7464,378,821,678,463,274,115,60,16,2802,273,455,388,348,198,117,40,37,1851,31,11,4,11,26,23,14,8,134,77,155,178,143,111,66,41,16,786,590,798,593,516,481,438,531,726,4675,4226,12818,11432,9558,7159,4179,2226,1515,53116,355,1032,944,978,817,544,217,83,4968,273,2081,2431,1247,550,136,15,9,6744,452,2400,2423,2506,2214,1489,896,374,12756,230,667,760,756,506,321,211,64,3519,67,206,193,228,173,82,46,10,998,520,2041,1708,1611,1599,948,497,206,9135,241,1043,1051,1231,1427,1035,507,218,6748,2352,8397,6782,5248,3483,1865,752,375,29252,899,2579,2628,2315,1819,1104,403,149,11905,621,1356,1040,717,425,215,93,30,4501,420,834,673,563,304,197,72,48,3107,66,22,12,24,40,32,22,9,235,122,280,301,262,198,124,65,32,1391,1202,1567,1257,1085,979,838,889,1036,8850,7825,24510,22197,18769
127,5241,3698,2158,793,182,62,20138,1465,3135,2487,1921,1227,368,67,15,10686,518,799,503,250,143,74,31,5,2329,740,1546,1340,970,466,218,57,16,5346,59,54,47,55,77,65,36,9,399,104,190,195,168,100,39,24,4,829,2065,2264,2110,1925,1745,1355,952,568,12983,9133,20099,16863,12792,8712,4261,1790,799,74455,495,940,821,744,522,243,63,6,3844,641,2141,1926,889,299,78,4,0,5979,1292,3944,4577,5431,4408,2557,1097,272,23572,1007,1966,1778,1630,1053,683,316,78,8519,107,253,266,265,215,93,43,8,1246,1198,3038,2311,1820,1330,613,196,54,10556,836,2701,2038,1638,1341,808,268,47,9669,3232,9465,8050,5710,3469,1399,361,94,31775,2086,4307,3421,2709,1818,637,161,26,15180,846,1359,840,427,287,149,61,11,3982,1021,2192,1920,1425,717,386,113,30,7799,109,98,96,102,123,110,61,18,722,196,393,463,455,282,176,70,15,2049,4422,4662,4272,4022,3495,2576,1742,881,26076,17487,37470,32782,27272
128,3935,3501,2630,1548,603,295,16535,753,1871,1929,1483,1055,512,140,45,7786,375,779,621,356,222,126,78,23,2583,409,805,800,623,343,298,83,54,3423,13,13,6,7,13,20,10,11,99,41,90,133,109,70,45,14,7,522,564,755,735,716,671,622,713,791,5568,4111,11134,12277,10676,8905,5100,2461,1555,56221,202,491,677,623,600,380,118,42,3122,192,728,923,573,360,108,14,0,2891,797,2504,3199,3966,3595,2768,1568,658,19062,637,1712,1803,1532,1062,629,377,126,7877,115,317,341,275,215,88,48,10,1415,600,1854,1958,1883,1669,843,429,172,9410,413,1862,1915,1884,2540,1255,464,130,10466,1466,4933,6309,5803,4735,2800,1021,438,27490,1112,2797,2806,2256,1660,903,287,86,11906,621,1235,973,561,366,227,115,42,4146,545,1136,1174,915,531,438,147,75,4959,18,21,18,25,28,32,19,13,161,77,200,266,254,196,118,48,16,1167,1170,1487,1579,1498,1384,1195,1196,1114,10624,7960,21277,23929,22047
197,0,0,4,3,0,0,17,0,0,3,0,7,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,7,14,8,0,42,8,17,6,17,29,33,12,0,122,0,0,3,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,4,6,18,5,0,33,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,9,3,0,0,16,0,0,0,0,3,5,0,0,16,3,10,0,0,3,5,0,0,23,0,0,3,0,7,3,0,0,22,0,0,0,0,0,0,0,0,3,0,4,3,4,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,6,4,11,16,18,0,69,8,30,15,24
199,82,64,67,37,6,0,466,51,99,51,59,59,34,3,0,354,21,60,37,27,12,3,0,0,156,39,36,21,18,22,9,0,0,156,3,0,3,0,0,0,0,0,11,3,10,4,5,8,4,0,0,31,188,286,196,193,154,93,37,17,1167,440,848,485,472,448,262,64,21,3038,17,55,16,11,21,4,3,0,134,21,54,42,15,8,0,0,0,140,72,199,114,126,151,122,21,4,804,30,80,69,47,59,50,6,0,337,13,35,23,17,21,7,0,0,119,35,125,61,62,77,54,7,3,431,17,53,29,41,58,34,0,0,239,126,260,134,120,105,75,15,0,826,91,157,83,81,91,63,8,3,575,32,105,54,46,16,15,0,0,269,59,83,48,30,32,18,0,0,280,13,5,6,3,3,0,0,0,27,11,13,14,13,12,13,0,0,79,445,793,709,665,482,264,88,23,3472,989,2023,1392,1284
201,1522,1297,856,403,132,64,6106,586,1177,1311,1313,1167,553,90,24,6225,183,290,333,241,183,112,36,16,1396,448,719,482,399,273,160,57,15,2548,14,9,15,12,16,26,12,6,112,18,77,123,101,84,42,13,7,465,852,656,680,880,977,1026,843,513,6443,3365,6858,7116,6962,6239,4088,1897,879,37416,104,248,333,261,236,169,45,9,1401,115,453,372,246,173,56,3,0,1417,566,1476,1602,2006,1914,1526,696,203,9986,520,1100,827,697,669,469,231,54,4564,167,437,468,516,363,221,98,28,2294,464,1561,1467,1694,1716,1022,425,135,8476,268,1086,1270,1199,1545,1286,422,112,7188,742,2043,2401,2184,1536,801,267,94,10064,774,1534,1743,1749,1587,867,196,42,8498,387,510,532,414,332,239,61,19,2500,588,1052,792,637,479,285,108,34,3978,28,25,14,31,25,43,22,8,197,45,154,240,235,177,129,40,19,1032,1772,1411,1510,1882,1969,2079,1520,805,12944,6533,13086,13563,13739
202,1258,1088,777,426,137,68,5338,563,1163,1302,1260,1161,595,117,39,6196,114,289,314,262,198,122,41,14,1351,465,687,447,375,232,173,63,24,2465,13,10,13,7,15,24,14,0,95,18,60,135,88,93,51,15,0,465,867,702,778,872,960,938,904,677,6700,3214,6628,7096,6776,6344,4151,2010,1078,37299,76,221,362,285,262,191,59,18,1464,125,361,319,245,170,73,15,0,1301,561,1536,1543,1911,1937,1521,712,222,9945,467,1024,808,813,748,481,232,56,4623,153,416,587,558,461,213,83,26,2499,535,1565,1544,1712,1798,987,425,136,8716,270,1040,1272,1241,1567,1292,464,132,7286,595,1838,2050,1815,1417,839,260,103,8916,778,1510,1743,1730,1642,959,239,59,8654,209,474,558,422,357,230,70,24,2352,596,1001,702,617,420,277,107,41,3762,29,21,20,16,21,42,23,4,173,35,116,252,194,185,120,61,12,988,1829,1665,1687,1923,2016,1922,1589,1014,13646,6256,12776,13438,13479
203,2968,2254,1601,866,307,161,11694,1085,2248,2478,2403,1863,971,194,45,11292,323,790,629,480,291,187,75,40,2813,733,1303,922,775,472,405,111,36,4761,25,13,11,15,29,30,32,10,165,50,139,203,187,113,69,35,17,808,1293,1094,1100,1267,1342,1486,1383,1018,9987,5968,13866,13783,12262,10621,7076,3463,1769,68807,373,721,880,641,562,379,127,33,3727,246,725,680,435,282,119,8,4,2494,1040,2984,3263,3721,3631,2971,1433,511,19546,1016,2600,2030,1620,1326,825,432,138,9984,209,569,724,604,438,301,152,40,3043,974,3401,3087,2934,2852,1586,727,266,15816,408,2103,2305,2163,2882,2194,833,217,13108,1290,4240,4784,3909,3061,1811,618,246,19966,1594,3055,3284,3192,2572,1497,377,88,15663,600,1269,1049,710,513,310,123,48,4626,1011,1978,1433,1197,745,586,208,60,7217,52,29,18,27,42,43,52,16,291,104,294,441,392,292,164,79,38,1805,2799,2663,2653,2812,2742,2839,2389,1553,20448,11728,26619,26638,24355
204,1549,1433,1071,567,165,76,6672,539,1153,1294,1300,1278,607,114,35,6328,89,235,231,176,165,98,34,15,1043,495,753,623,514,375,270,57,28,3116,13,12,6,11,20,14,19,5,105,17,52,71,98,72,39,14,6,376,981,720,866,1076,1173,1228,955,646,7647,3369,6751,7417,7490,7372,4953,2220,1108,40669,82,202,331,257,346,205,58,25,1498,74,180,222,182,167,89,3,3,922,730,1846,1992,2513,2492,2050,810,273,12701,484,934,872,868,944,650,300,77,5129,258,619,779,758,594,357,153,36,3551,462,1447,1485,1722,1913,1176,503,182,8889,222,964,1155,1229,1702,1355,477,119,7225,680,1878,2235,2219,1845,1070,322,124,10388,771,1463,1619,1678,1688,931,213,47,8408,181,387,337,254,271,165,62,25,1676,652,1083,1001,844,634,437,122,54,4827,25,21,20,19,32,39,31,15,200,49,142,186,216,191,125,51,23,988,2075,1566,1853,2239,2510,2387,1760,1030,15423,6748,12728,14075,15010
205,2063,1864,1488,943,308,134,9601,852,1806,1865,2144,2062,1058,193,47,10021,156,351,336,283,264,167,62,24,1646,739,1293,874,759,557,441,123,33,4832,21,13,14,20,23,52,36,14,187,29,86,122,131,109,75,30,9,589,1515,1235,1328,1684,1997,2084,1781,1032,12662,5168,10810,10490,10910,11303,8060,3781,1699,62227,157,341,381,310,378,320,80,28,1997,135,362,346,229,224,123,17,10,1436,1179,3071,3154,4388,4400,3812,1699,490,22187,754,1807,1478,1524,1659,1086,572,159,9042,358,957,1085,1006,690,405,149,50,4697,672,2198,1908,2261,2759,1819,739,218,12579,334,1521,1701,1817,2704,2090,712,158,11046,945,2906,2990,2730,2418,1748,575,205,14513,1093,2244,2354,2708,2733,1503,358,75,13065,278,552,519,414,453,332,107,42,2690,941,1826,1361,1202,921,694,239,62,7248,35,23,18,30,41,82,62,28,317,64,192,277,315,311,231,77,31,1500,3333,2837,2947,3643,4054,4233,3200,1623,25865,10288,20851,20518,22574
206,9399,5716,3006,1250,371,225,41933,2971,11947,7190,4979,3752,2196,561,173,33749,2961,8679,3806,1912,1048,450,156,53,19057,1240,2650,1229,968,460,326,90,59,7027,325,74,25,44,42,47,35,3,590,621,1301,1002,655,457,235,82,40,4405,4688,8165,4190,3041,2528,1930,1448,1057,27059,23452,72376,38839,25785,18526,10461,4384,2188,196004,2631,5571,3339,2212,1524,960,290,102,16627,1208,7204,4432,1897,874,222,18,14,15862,2952,10989,5593,4060,3064,2193,1185,500,30523,1503,6385,3177,2213,1309,758,343,119,15802,441,1390,840,605,354,160,70,19,3872,2098,12322,6333,4349,3693,2083,984,340,32210,771,5585,3637,3707,4358,2669,870,268,21858,8548,31162,17839,11154,6210,2973,868,388,79135,4456,18488,11299,8005,6345,3889,1110,308,53907,4648,14839,6794,3379,1858,827,251,82,32677,2038,5157,2443,1652,811,488,136,82,12813,558,144,60,69,89,82,63,13,1078,945,2232,1688,1172,771,425,138,79,7449,8938,16493,8952,6370,5121,3846,2631,1616,53968,41728,137973,76414,50845
207,6474,5610,2957,1603,645,460,26207,1043,2929,3100,3220,2536,1528,577,219,15140,847,1582,1105,831,529,292,167,96,5443,489,869,675,730,375,388,137,75,3732,65,24,20,25,25,44,40,14,264,177,306,407,463,311,178,79,40,1974,1211,1395,1116,1186,1077,1200,1251,1195,9636,8069,21160,20267,20338,14769,9869,5467,3132,103069,934,1561,1612,1983,1568,1020,455,191,9323,717,2872,3060,2124,1052,291,39,6,10168,1048,3676,3366,4209,3507,2868,1928,820,21412,622,1649,1336,1508,1001,705,533,168,7518,165,417,320,373,272,149,89,39,1814,1207,4627,4128,4371,3753,2431,1554,655,22719,360,1930,1975,2976,3380,2744,1344,461,15181,3836,11934,11562,10814,6502,3714,1585,790,50748,1647,4455,4654,5031,4131,2682,1059,384,24040,1514,2721,1774,1325,879,481,259,119,9070,759,1593,1143,1166,634,527,229,105,6148,133,60,31,51,52,69,63,20,482,296,536,649,722,517,299,165,72,3255,2490,2817,2239,2466,2131,2097,2147,1736,18115,15712,40846,37845,39116
208,7444,6023,3167,1732,682,460,27750,1141,3437,4287,3851,2786,1532,510,171,17716,754,1822,1564,1107,610,313,167,99,6432,580,1169,988,1087,548,483,192,97,5139,45,8,17,26,26,30,32,18,208,176,392,563,547,315,162,66,57,2281,1277,1653,1591,1620,1402,1389,1435,1470,11827,7689,23354,25253,23297,16335,9987,5283,3279,114481,647,1590,1966,1930,1427,829,309,131,8832,535,2869,3175,2066,1022,274,36,5,9985,925,3907,4228,5062,4226,3170,1961,931,24420,769,2387,2106,2036,1489,835,462,195,10289,184,471,572,504,309,141,81,30,2286,979,4478,4386,4539,3573,2110,1199,574,21838,450,2535,3036,3836,4158,2701,1090,348,18149,3242,11546,13702,11773,6910,3823,1453,771,53209,1772,5127,6307,5819,4472,2678,873,275,27326,1377,2983,2556,1793,1118,561,268,141,10801,875,2060,1658,1597,850,681,305,134,8153,88,40,26,37,45,46,57,25,361,271,645,932,907,546,310,129,101,3842,2607,3372,3289,3351,2776,2537,2458,2147,22526,14725,44004,47932,45245
209,6471,4468,2539,1172,361,163,24117,1813,5003,5043,3846,2746,1068,258,60,19840,752,1768,1443,802,386,189,66,32,5443,1150,2533,1749,1322,655,398,105,48,7963,51,40,37,50,41,66,42,19,349,142,540,529,378,216,116,49,18,1980,2140,2640,2172,2137,1873,1846,1567,1133,15504,10825,30927,27551,20717,14520,7869,3565,1815,117787,832,2263,2129,1580,1143,636,199,49,8836,635,3545,3270,1381,614,185,12,0,9644,1704,6523,6692,6482,5501,3782,1747,552,32992,1376,3806,2949,2516,1615,933,501,147,13839,290,780,851,571,382,160,56,15,3102,1562,5943,4994,3938,3134,1507,605,188,21878,733,3804,3728,3440,3468,2028,643,179,18021,3398,12339,11238,7935,5001,2438,667,251,43270,2655,6902,6908,5427,4014,1740,460,99,28208,1387,3166,2532,1379,712,371,134,49,9737,1571,3967,2670,2001,1046,611,221,88,12172,128,95,83,88,79,97,75,36,665,261,981,995,766,459,263,108,40,3872,4397,5462,4603,4327,3721,3474,2776,1715,30465,20937,59583,53634,41826
210,4381,3027,1643,728,244,113,16213,1384,3501,3256,2510,1477,555,102,29,12818,419,927,692,379,146,85,43,22,2699,763,1722,1172,916,484,301,82,24,5464,32,33,36,26,35,27,28,10,229,127,368,332,209,146,62,17,10,1266,1696,1987,1750,1675,1450,1454,1252,769,12030,7593,20422,17780,13440,8745,4817,2468,1174,76443,513,1190,1169,822,545,248,66,17,4562,442,2320,2089,794,336,79,6,0,6062,1373,4713,4830,5040,4065,2711,1431,469,24642,1126,2786,1868,1582,900,549,320,86,9202,179,456,489,384,254,110,53,9,1927,924,3327,2665,2145,1646,788,327,97,11936,626,2582,2543,2333,2012,1067,395,99,11661,2351,8569,7585,5259,3156,1391,441,173,28926,2048,4832,4328,3445,2115,840,203,56,17863,780,1640,1150,636,289,163,73,32,4761,1033,2754,1836,1435,743,493,171,46,8517,76,72,58,63,62,58,57,17,468,201,656,635,476,318,143,70,26,2538,3667,4225,3712,3473,2863,2761,2213,1223,24130,15339,40127,34949,27882
211,7115,5455,3692,1866,683,309,27115,1682,4019,4554,4368,3418,1530,338,109,20026,761,1480,1235,803,466,302,107,55,5210,1315,2116,1592,1441,833,658,195,78,8239,40,25,22,27,37,58,49,19,271,95,319,482,374,240,137,54,23,1725,1514,1680,1714,1789,1743,1770,1766,1483,13458,9701,26017,26861,23575,18304,11131,5183,2670,123440,606,1521,1881,1635,1202,772,281,66,7965,489,2615,3290,1770,947,306,39,5,9462,1600,5847,6899,8193,7023,5224,2715,809,38311,1682,4090,3262,3290,2395,1445,838,196,17200,435,1075,1191,927,582,274,126,33,4640,1648,5238,4663,4714,4000,2246,1013,313,23838,697,3673,3837,3936,4321,3103,1169,314,21044,2748,10423,11650,9429,7039,3912,1384,513,47102,2470,5533,6063,5855,4751,2434,662,191,27965,1414,2666,2150,1351,894,572,194,86,9330,1670,3047,2480,2200,1330,940,335,109,12110,74,53,48,45,62,87,70,24,466,172,601,858,765,543,346,136,58,3478,3256,3447,3561,3762,3487,3287,2949,2150,25903,18953,49826,51839,47869
212,10415,6930,3908,1894,706,282,40237,2786,6692,6455,5387,3468,1325,340,90,26550,859,1724,1112,666,405,209,115,38,5121,1702,3654,2510,1853,1008,651,185,64,11629,111,74,41,62,72,99,72,28,561,243,657,670,437,280,165,60,24,2540,3367,3672,3104,3015,2684,2497,2267,1774,22377,17176,44066,37565,28401,19141,11002,5777,2870,165989,1348,2916,2699,2052,1349,769,290,103,11518,1278,5983,6023,2461,1050,288,34,3,17118,3207,10464,10849,11358,8910,5855,3114,885,54644,2200,4563,3385,2916,2092,1346,796,198,17489,391,1107,1046,792,471,273,98,27,4212,2281,7762,6001,4798,3512,2041,972,261,27634,1130,4289,4390,4010,3684,2402,1112,282,21304,6576,21217,17576,12010,7184,3700,1454,489,70212,4119,9272,8729,7183,4888,2121,612,172,37096,1638,3152,1982,1147,743,424,186,68,9339,2412,6075,3939,2894,1591,952,341,102,18298,273,157,107,123,128,150,125,41,1091,437,1219,1259,947,658,356,190,69,5132,7266,7813,6729,6361,5464,4816,4113,2677,45236,34552,85989,74711,59056
213,11057,5966,3111,1110,272,124,37485,2408,7594,7211,5051,3145,966,149,33,26547,936,2345,1587,777,346,109,36,12,6151,1697,3908,2718,1622,854,429,90,32,11343,88,57,46,76,81,109,54,23,540,204,879,766,423,299,139,39,15,2760,3493,4711,3967,3310,2803,2474,1755,1111,23629,15642,48556,40569,25607,16016,7794,3214,1659,159051,1046,2877,2737,1522,934,415,98,27,9651,1121,7073,6550,1906,720,137,26,6,17544,2747,10247,10584,9645,7801,4525,1744,524,47824,1912,4678,3598,2483,1578,876,431,116,15668,250,962,878,628,338,148,45,6,3261,1961,7526,5681,4088,2693,1190,372,134,23646,1029,4889,4678,3693,3026,1574,447,122,19460,5483,22306,19465,10312,5636,2150,485,188,66025,3658,10408,9815,6887,4369,1546,298,64,37043,1718,4167,2810,1385,656,248,73,23,11081,2409,6701,4313,2563,1329,695,201,65,18271,182,154,108,128,151,182,111,30,1037,372,1549,1464,933,657,330,99,40,5446,7671,10459,8729,7047,5762,4832,3237,1737,49471,31569,93990,81408,53208
214,3146,2766,1970,1350,533,252,13390,993,2208,2488,2450,1931,1040,246,64,11426,270,625,638,446,335,258,105,42,2710,782,1337,1108,942,588,565,150,52,5527,18,12,11,22,15,34,47,14,177,42,140,250,206,117,95,47,14,898,1223,1156,1294,1440,1451,1704,1599,1068,10938,5439,12576,13954,13234,11008,8275,4186,1915,70590,194,442,605,523,468,395,162,57,2843,194,513,767,528,331,164,27,3,2528,954,2790,3459,4180,3939,3319,1937,638,21210,992,2585,2182,2035,1643,1107,642,173,11364,294,679,780,644,362,171,70,36,3030,693,2612,2701,2892,2612,1671,873,270,14324,442,1891,2195,2196,2567,2142,822,185,12442,1251,3804,4991,4575,3525,2695,1111,413,22356,1411,2893,3215,3227,2668,1636,469,125,15636,521,1051,1030,747,562,431,192,65,4598,1007,1893,1674,1496,992,811,252,80,8208,49,30,26,39,35,46,77,23,329,89,257,408,398,280,208,111,40,1787,2571,2387,2649,2996,2879,3130,2790,1662,21063,10658,23826,26685,26468
215,1160,955,638,273,73,48,4643,479,872,951,1071,995,409,50,14,4837,66,167,168,113,74,43,19,8,653,419,652,501,375,278,191,82,21,2512,19,17,12,3,16,12,11,9,112,14,43,52,43,28,14,16,5,214,943,759,743,949,1090,1139,1032,715,7383,3037,5756,5569,5741,5431,3517,1873,1049,31968,37,178,185,156,154,73,19,10,802,58,160,103,78,75,33,11,0,522,663,1456,1259,1538,1594,1222,492,137,8355,318,692,484,585,626,402,181,48,3329,344,784,937,934,691,356,119,39,4210,341,1234,1032,1356,1512,850,361,127,6813,217,920,913,983,1174,863,324,115,5514,634,1573,1686,1436,1131,493,138,74,7159,632,1149,1250,1378,1270,541,108,16,6339,134,263,255,158,116,75,33,15,1045,542,935,756,634,473,297,135,32,3791,44,34,15,19,29,30,29,16,213,36,101,114,103,110,60,36,20,579,2011,1873,1747,2154,2370,2324,1901,1109,15493,5998,11344,10737,11517
216,1004,894,533,270,111,54,4138,406,813,911,961,796,324,70,7,4283,59,120,94,61,64,36,12,5,448,391,632,438,353,257,148,47,23,2287,16,10,4,9,8,18,20,6,83,10,46,65,37,30,16,7,3,216,754,652,675,807,908,1025,834,516,6167,2556,5213,5065,5000,4429,2935,1598,782,27570,58,137,224,164,129,69,23,3,811,49,169,131,61,64,15,0,0,480,576,1355,1464,1637,1542,1107,553,163,8396,345,623,500,592,543,371,189,54,3213,192,581,595,623,436,211,86,28,2761,360,1228,1024,1131,1112,633,302,102,5901,206,766,732,802,947,693,266,74,4480,439,1432,1499,1341,980,525,180,76,6481,533,1031,1129,1168,996,471,113,25,5460,106,200,145,94,101,75,21,10,754,550,896,665,558,447,280,97,30,3522,22,14,14,23,14,35,31,17,168,22,94,139,111,81,64,26,11,545,1637,1436,1477,1757,1871,2000,1580,817,12568,5102,9955,9734,10054
