SOSR_CODE_2016,P_Greece_0_4,P_Greece_5_14,P_Greece_15_24,P_Greece_25_44,P_Greece_45_54,P_Greece_55_64,P_Greece_65_74,P_Greece_75_84,P_Greece_85ov,P_Greece_Tot,P_Hong_Kong_0_4,P_Hong_Kong_5_14,P_Hong_Kong_15_24,P_Hong_Kong_25_44,P_Hong_Kong_45_54,P_Hong_Kong_55_64,P_Hong_Kong_65_74,P_Hong_Kong_75_84,P_Hong_Kong_85ov,P_Hong_Kong_Tot,P_India_0_4,P_India_5_14,P_India_15_24,P_India_25_44,P_India_45_54,P_India_55_64,P_India_65_74,P_India_75_84,P_India_85ov,P_India_Tot,P_Indonesia_0_4,P_Indonesia_5_14,P_Indonesia_15_24,P_Indonesia_25_44,P_Indonesia_45_54,P_Indonesia_55_64,P_Indonesia_65_74,P_Indonesia_75_84,P_Indonesia_85ov,P_Indonesia_Tot,P_Iran_0_4,P_Iran_5_14,P_Iran_15_24,P_Iran_25_44,P_Iran_45_54,P_Iran_55_64,P_Iran_65_74,P_Iran_75_84,P_Iran_85ov,P_Iran_Tot,P_Iraq_0_4,P_Iraq_5_14,P_Iraq_15_24,P_Iraq_25_44,P_Iraq_45_54,P_Iraq_55_64,P_Iraq_65_74,P_Iraq_75_84,P_Iraq_85ov,P_Iraq_Tot,P_Ireland_0_4,P_Ireland_5_14,P_Ireland_15_24,P_Ireland_25_44,P_Ireland_45_54,P_Ireland_55_64,P_Ireland_65_74,P_Ireland_75_84,P_Ireland_85ov,P_Ireland_Tot,P_Italy_0_4,P_Italy_5_14,P_Italy_15_24,P_Italy_25_44,P_Italy_45_54,P_Italy_55_64,P_Italy_65_74,P_Italy_75_84,P_Italy_85ov,P_Italy_Tot,P_Japan_0_4,P_Japan_5_14,P_Japan_15_24,P_Japan_25_44,P_Japan_45_54,P_Japan_55_64,P_Japan_65_74,P_Japan_75_84,P_Japan_85ov,P_Japan_Tot,P_Korea_South_0_4,P_Korea_South_5_14,P_Korea_South_15_24,P_Korea_South_25_44,P_Korea_South_45_54,P_Korea_South_55_64,P_Korea_South_65_74,P_Korea_South_75_84,P_Korea_South_85ov,P_Korea_South_Tot,P_Lebanon_0_4,P_Lebanon_5_14,P_Lebanon_15_24,P_Lebanon_25_44,P_Lebanon_45_54,P_Lebanon_55_64,P_Lebanon_65_74,P_Lebanon_75_84,P_Lebanon_85ov,P_Lebanon_Tot,P_Malaysia_0_4,P_Malaysia_5_14,P_Malaysia_15_24,P_Malaysia_25_44,P_Malaysia_45_54,P_Malaysia_55_64,P_Malaysia_65_74,P_Malaysia_75_84,P_Malaysia_85ov,P_Malaysia_Tot,P_Malta_0_4,P_Malta_5_14,P_Malta_15_24,P_Malta_25_44,P_Malta_45_54,P_Malta_55_64,P_Malta_65_74,P_Malta_75_84,P_Malta_85ov,P_Malta_Tot,P_Mauritius_0_4,P_Mauritius_5_14,P_Mauritius_15_24,P_Mauritius_25_44,P_Mauritius_45_54,P_Mauritius_55_64,P_Mauritius_65_74,P_Mauritius_75_84,P_Mauritius_85ov,P_Mauritius_Tot,P_Myanmar_0_4,P_Myanmar_5_14,P_Myanmar_15_24,P_Myanmar_25_44,P_Myanmar_45_54,P_Myanmar_55_64,P_Myanmar_65_74,P_Myanmar_75_84,P_Myanmar_85ov,P_Myanmar_Tot,P_Nepal_0_4,P_Nepal_5_14,P_Nepal_15_24,P_Nepal_25_44,P_Nepal_45_54,P_Nepal_55_64,P_Nepal_65_74,P_Nepal_75_84,P_Nepal_85ov,P_Nepal_Tot,P_Netherlands_0_4,P_Netherlands_5_14,P_Netherlands_15_24,P_Netherlands_25_44,P_Netherlands_45_54,P_Netherlands_55_64,P_Netherlands_65_74,P_Netherlands_75_84,P_Netherlands_85ov,P_Netherlands_Tot,P_New_Zealand_0_4,P_New_Zealand_5_14,P_New_Zealand_15_24,P_New_Zealand_25_44,P_New_Zealand_45_54,P_New_Zealand_55_64,P_New_Zealand_65_74,P_New_Zealand_75_84,P_New_Zealand_85ov,P_New_Zealand_Tot,P_Nthern_Ireland_0_4,P_Nthern_Ireland_5_14,P_Nthern_Ireland_15_24,P_Nthern_Ireland_25_44,P_Nthern_Ireland_45_54,P_Nthern_Ireland_55_64,P_Nthern_Ireland_65_74,P_Nthern_Ireland_75_84,P_Nthern_Ireland_85ov,P_Nthern_Ireland_Tot,P_Pakistan_0_4,P_Pakistan_5_14,P_Pakistan_15_24,P_Pakistan_25_44,P_Pakistan_45_54,P_Pakistan_55_64,P_Pakistan_65_74,P_Pakistan_75_84,P_Pakistan_85ov,P_Pakistan_Tot
SOSR101,53,367,512,1463,1967,3960,7677,8147,2269,26417,377,1296,4560,13702,6151,9045,3616,1131,281,40158,3213,7999,11251,77666,13090,8099,4507,2165,756,128742,163,811,4824,14082,3826,2892,1888,713,238,29445,120,1006,1738,10970,3038,2422,1327,618,244,21476,265,2582,5232,15166,7245,4613,2415,1150,323,39001,99,722,595,9677,2672,1642,1623,829,338,18199,61,312,804,4816,3380,5653,9318,9556,4282,38175,216,800,1186,5620,2443,991,570,206,70,12105,403,2224,6173,22744,7864,5228,2560,1236,305,48738,186,808,2099,15477,13316,11374,7517,3279,1021,55074,188,875,2868,10495,4099,4657,3266,1055,280,27785,3,18,60,355,614,2286,4045,2261,745,10388,4,71,194,1282,917,1144,844,402,176,5029,16,142,783,2377,1146,781,454,238,96,6033,151,871,6713,20987,899,513,157,30,7,30315,54,280,355,1574,920,1060,1796,1126,640,7808,962,5991,10452,29191,13983,10676,5201,1771,616,78838,7,50,115,1055,722,552,763,360,102,3730,634,2161,3306,12088,2523,1321,431,117,29,22622
SOSR102,0,19,17,66,113,319,490,541,183,1746,8,39,193,228,123,217,68,37,7,914,101,404,568,3260,464,319,314,183,57,5677,28,68,123,459,170,104,90,43,23,1107,13,38,81,540,91,63,26,19,3,873,40,125,66,288,85,36,22,8,0,664,26,215,54,618,357,316,392,277,76,2334,3,15,45,218,366,934,1313,1646,731,5268,16,82,79,311,134,75,47,25,9,772,19,114,249,740,237,103,63,14,5,1548,6,15,38,259,219,186,135,32,27,927,6,47,322,513,290,262,180,80,3,1703,0,5,0,40,84,331,604,318,76,1458,0,8,19,59,58,64,43,26,7,288,3,14,49,152,47,34,33,21,0,351,3,18,56,318,26,9,3,0,0,432,3,53,25,158,179,433,1068,585,296,2809,100,579,1009,4057,2786,2473,1552,747,249,13549,0,22,18,112,150,135,213,148,46,850,17,74,134,489,59,41,26,8,0,842
SOSR111,0,0,0,3,8,14,23,28,7,77,3,3,5,24,12,29,3,0,0,83,19,88,38,656,71,37,29,12,3,959,0,3,6,26,8,3,8,4,3,55,0,3,0,15,4,10,3,0,0,33,0,3,0,6,3,0,0,0,0,14,3,17,3,42,19,16,19,28,6,153,0,0,3,3,9,23,33,40,14,139,0,0,3,15,3,3,3,0,0,29,0,0,8,52,4,3,0,0,0,72,0,0,0,8,9,3,8,3,0,26,3,8,12,58,39,14,3,5,0,145,0,0,0,0,4,8,19,12,0,43,0,0,0,9,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8,9,62,80,55,4,0,0,0,0,216,0,5,4,22,17,53,116,72,18,307,18,76,104,399,275,219,141,43,5,1273,0,0,0,12,5,6,12,12,3,56,3,12,6,42,21,7,0,0,0,91
SOSR112,0,4,3,16,27,54,73,68,19,272,3,21,51,121,54,84,36,9,0,380,67,255,168,1883,229,166,133,65,19,2986,4,12,63,134,53,26,30,19,14,356,7,46,37,160,29,22,10,3,3,319,11,24,21,111,30,11,9,3,0,222,7,75,15,218,104,108,149,58,27,769,0,11,18,57,66,133,210,195,123,816,4,29,31,102,54,31,22,13,0,295,0,19,174,366,46,24,4,0,0,637,6,6,10,50,49,34,33,16,9,199,31,42,39,193,108,77,47,15,3,569,0,0,0,9,13,46,101,50,10,224,0,0,0,15,18,14,14,8,5,78,3,58,97,287,59,20,10,5,3,549,3,36,78,618,28,7,3,0,0,781,3,10,12,78,67,194,429,265,113,1173,35,238,401,1269,1016,1009,723,291,107,5074,0,12,8,52,47,39,88,72,8,327,20,68,46,205,24,15,7,3,0,399
SOSR113,0,3,4,14,11,35,56,49,12,179,3,8,10,48,36,40,3,8,0,157,22,116,102,980,165,122,70,45,20,1643,0,9,7,50,21,14,22,11,5,137,0,5,8,26,9,9,3,3,0,59,0,0,0,17,3,5,0,3,0,30,5,27,10,96,53,58,81,71,25,418,0,8,16,41,65,169,386,401,244,1338,6,8,9,45,18,9,8,4,0,110,7,10,21,108,13,10,9,0,0,175,0,0,4,13,20,11,14,9,0,69,3,5,33,113,52,61,28,17,4,312,0,0,0,5,8,60,127,46,10,257,0,0,4,20,13,17,19,3,7,82,0,0,10,39,8,3,6,3,7,66,0,8,7,51,6,0,0,0,0,68,0,4,7,25,35,115,330,164,73,755,24,192,255,902,633,615,543,245,97,3510,0,0,0,10,25,32,65,35,10,180,0,33,13,109,26,7,6,0,0,197
SOSR114,0,0,0,3,16,23,35,25,4,109,0,9,27,29,18,29,11,8,0,128,10,32,27,367,63,67,31,20,18,645,4,18,6,48,26,9,18,19,5,149,0,0,3,20,4,10,3,0,0,40,0,6,3,7,6,0,0,8,0,23,3,18,10,86,48,45,66,35,7,320,3,5,12,68,44,51,138,146,62,526,0,13,11,90,21,13,7,6,3,165,5,0,12,70,9,3,3,0,0,100,0,6,5,22,18,15,18,10,3,96,0,6,13,71,47,38,15,5,3,197,0,0,0,3,8,30,65,25,4,135,0,3,3,12,11,17,9,4,0,50,0,0,0,12,3,3,0,4,0,19,0,7,3,88,5,3,0,0,0,110,0,8,8,57,48,117,275,140,66,716,17,112,162,741,522,581,412,174,56,2774,0,0,3,19,18,27,43,22,8,140,0,7,0,47,5,3,0,3,0,75
SOSR115,0,3,0,14,17,23,80,55,15,202,0,3,16,55,30,41,16,8,0,166,32,73,90,823,138,130,106,58,20,1475,0,8,10,56,18,26,32,19,7,175,0,0,3,25,8,3,5,4,0,50,0,3,0,7,16,10,5,0,0,40,4,33,16,176,94,93,129,59,17,631,0,3,4,51,55,112,183,150,57,619,3,18,10,67,42,9,10,5,5,176,0,11,30,117,9,12,4,4,0,189,0,0,6,28,34,33,16,5,6,134,3,7,7,122,59,60,26,11,3,309,0,3,5,15,29,94,180,54,13,397,0,0,0,10,7,24,35,3,0,81,0,0,0,20,4,6,0,4,0,36,0,15,6,79,10,3,0,0,0,117,0,11,6,57,70,221,412,223,74,1077,28,150,204,1013,792,920,632,228,56,4024,0,0,0,29,28,29,86,38,11,220,0,14,13,60,18,17,6,3,0,131
SOSR121,0,0,0,0,3,8,17,6,3,48,0,3,3,9,8,8,3,0,0,37,3,3,15,91,23,16,18,10,4,178,0,3,0,6,4,5,9,7,0,38,0,0,0,11,0,0,0,0,0,14,0,0,0,4,3,7,0,0,0,15,0,13,0,41,25,30,28,12,11,167,0,0,0,8,16,38,43,50,20,167,0,0,0,19,9,5,3,0,0,46,0,0,5,12,9,6,0,0,0,33,0,0,6,4,19,3,3,3,0,41,0,3,5,31,12,16,13,3,0,88,0,0,0,4,4,22,45,10,0,87,0,0,0,0,4,5,4,0,0,12,0,0,0,3,0,6,0,3,0,5,0,0,0,7,0,0,0,0,0,7,0,3,3,22,23,48,112,54,21,283,0,54,46,237,213,234,205,51,15,1056,0,4,0,10,8,12,15,20,3,67,0,3,0,12,3,0,0,0,0,17
SOSR122,0,0,0,0,0,3,5,9,0,22,0,0,4,7,8,6,0,0,0,29,3,3,0,38,9,5,10,7,0,84,0,0,0,14,0,8,9,0,0,34,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,29,12,9,16,14,3,97,0,3,0,11,11,27,45,20,9,123,0,0,0,12,9,8,0,0,0,35,0,0,0,4,7,3,0,0,0,16,0,0,0,5,14,0,4,0,0,25,0,0,0,12,10,12,12,0,0,55,0,0,0,3,3,14,29,4,0,52,0,0,0,0,0,7,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,3,10,11,44,74,27,8,165,3,22,23,129,155,184,107,32,7,654,0,0,0,4,5,4,11,3,3,30,0,3,3,0,3,0,0,0,0,14
SOSR131,0,3,3,20,24,95,125,99,15,383,0,18,17,62,43,51,27,7,4,239,16,21,42,331,152,150,139,60,13,928,0,12,8,75,34,48,49,25,6,250,0,0,8,43,48,35,17,0,0,151,3,0,22,63,45,50,21,11,7,216,5,31,31,233,166,155,198,72,23,906,5,13,20,88,151,483,811,497,170,2241,8,34,16,99,47,39,16,6,3,267,0,11,39,87,58,44,13,0,3,251,0,6,19,182,219,160,101,45,9,743,0,8,9,106,127,106,69,24,0,447,0,0,12,53,116,381,643,194,33,1422,0,0,0,11,13,26,19,0,0,73,0,0,0,8,16,3,6,5,3,41,0,3,3,26,5,0,0,0,0,44,0,12,35,126,174,381,661,290,73,1754,29,166,283,1363,1370,1544,974,270,50,6055,0,6,5,60,78,59,100,35,4,348,3,3,5,48,13,25,10,0,0,108
SOSR179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,7,0,3,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR199,0,0,0,3,3,3,3,3,0,10,0,0,16,23,3,0,0,0,0,39,4,3,20,100,3,3,0,3,0,140,0,0,11,14,9,4,4,0,0,35,0,0,0,16,3,0,0,0,0,20,0,3,5,14,7,3,0,0,0,36,0,0,8,21,7,3,3,0,0,45,0,0,8,21,3,9,3,0,3,49,0,0,3,6,0,0,0,0,0,12,0,0,13,21,3,0,0,0,0,39,0,0,0,14,15,0,3,3,0,33,0,0,3,29,9,7,0,0,0,43,0,0,0,0,0,0,7,0,0,12,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,0,0,0,0,7,0,0,11,15,0,0,0,0,0,30,0,0,7,8,3,8,18,0,0,48,9,9,34,101,64,60,48,9,0,324,0,0,4,6,4,0,0,0,0,14,4,3,4,22,0,0,0,0,0,32
SOSR201,60,640,747,2187,4115,7395,13055,13408,3446,45053,254,847,3118,8297,2705,3460,1411,501,106,20699,3200,9011,16786,99017,12873,8794,5324,2316,834,158148,180,613,3905,8454,1490,975,733,294,103,16759,171,1494,1710,8869,1689,961,511,183,49,15641,167,1406,2284,7484,3250,1692,781,357,94,17522,107,630,404,5831,1617,1378,1301,903,434,12599,79,404,806,4146,4394,10140,16877,17230,7294,61376,132,620,976,3901,1171,449,334,105,69,7762,146,919,2569,7801,1590,620,241,85,16,13979,92,298,770,5124,3904,3061,1910,778,219,16156,581,2381,8562,18209,5994,6338,3630,1214,314,47223,4,39,120,587,1040,3539,5457,3061,806,14657,17,283,787,3962,1761,2021,1341,688,298,11160,53,725,1843,4672,1200,627,302,201,74,9694,48,322,1958,5994,265,156,54,15,3,8819,46,293,256,1333,912,1875,3372,2162,1046,11293,1343,7771,10344,30378,11188,7887,3586,1306,453,74261,10,79,113,941,685,721,854,515,183,4106,625,2031,3183,11644,1261,632,302,64,18,19763
SOSR203,0,0,3,6,26,38,95,82,32,289,3,12,50,45,14,16,14,3,0,160,43,112,361,1333,83,58,32,20,13,2066,3,11,37,69,37,6,14,4,0,184,5,69,70,205,41,27,12,3,3,439,18,38,13,97,27,6,4,0,0,209,3,23,17,92,57,43,53,28,18,334,0,7,15,43,86,191,354,363,178,1251,5,13,6,51,18,0,0,3,0,99,3,16,24,83,11,4,0,0,0,143,3,3,3,17,14,21,9,5,0,76,3,17,75,170,62,63,17,12,3,431,0,0,0,3,0,33,57,13,3,113,0,3,6,27,7,4,3,0,0,58,3,13,79,159,50,31,29,5,3,376,0,7,17,70,4,0,0,0,0,95,0,6,13,36,25,144,354,213,113,908,21,79,161,553,279,239,102,36,13,1486,0,7,5,29,34,68,69,46,10,272,16,72,78,185,17,5,6,0,0,378
SOSR211,0,0,0,11,31,46,64,60,11,223,3,9,17,38,16,20,16,3,0,121,61,223,212,2086,206,146,96,30,18,3074,4,6,21,90,39,17,14,3,7,194,5,22,23,68,21,11,12,3,0,165,0,3,4,53,17,10,7,3,0,96,0,21,18,97,40,44,87,46,20,373,0,6,13,23,61,143,173,124,69,602,3,19,13,64,16,8,6,9,0,130,3,21,19,88,18,4,3,0,0,152,0,0,14,32,24,20,18,3,0,117,13,47,43,177,86,71,35,10,0,488,4,13,21,68,79,210,253,95,13,754,0,10,5,68,29,19,7,3,0,129,0,38,112,302,91,47,20,19,0,622,3,37,52,90,6,6,0,0,0,191,4,3,7,37,37,164,378,230,69,928,85,363,420,986,487,390,223,80,20,3049,0,0,0,21,32,40,50,30,16,188,4,35,25,188,29,15,4,0,0,295
SOSR212,3,4,3,18,25,42,93,122,23,332,0,3,28,84,10,23,9,0,0,151,37,142,148,1215,194,117,73,31,15,1981,3,4,6,65,7,8,4,9,4,118,7,46,38,70,5,4,0,0,0,175,7,27,91,252,105,31,11,0,0,532,3,30,11,93,47,57,43,21,15,327,0,4,17,42,91,209,401,374,190,1331,3,9,11,53,12,5,0,0,0,101,3,5,66,122,3,3,0,0,0,214,0,3,4,12,17,6,3,0,0,44,15,23,82,285,46,55,15,4,0,533,0,0,3,13,21,72,102,29,11,243,0,3,3,28,4,8,0,0,0,45,0,3,0,20,3,0,0,0,0,30,0,3,7,43,5,3,0,0,0,65,0,0,8,27,30,96,233,130,48,566,37,191,248,637,377,263,151,51,15,1974,0,0,3,15,17,39,53,19,7,151,4,85,61,139,25,17,0,0,0,335
SOSR213,0,4,3,9,31,60,64,56,19,236,3,9,16,52,12,27,3,3,0,131,36,79,54,844,67,65,65,26,18,1264,0,6,15,70,25,16,11,7,0,143,0,8,8,33,14,4,3,0,0,71,0,0,7,3,9,3,0,0,0,25,3,37,8,119,56,88,58,64,20,454,0,3,5,38,75,218,423,431,202,1404,0,15,6,46,16,9,4,4,3,100,3,5,9,42,3,4,0,0,0,75,0,0,0,14,7,4,3,0,0,32,4,14,25,151,54,60,20,6,0,338,0,0,0,14,28,112,204,106,34,494,0,4,9,34,22,22,14,0,0,113,0,6,8,26,4,3,4,0,0,47,0,0,6,48,7,0,0,0,0,63,0,7,7,70,71,246,528,346,133,1406,15,140,213,762,433,344,269,99,26,2310,0,0,3,19,40,58,87,41,14,260,6,10,15,85,13,7,3,0,0,136
SOSR214,0,0,0,5,14,38,63,53,6,182,0,3,24,28,13,6,4,6,0,81,18,43,38,496,50,38,29,12,6,734,0,7,7,29,12,7,13,10,0,77,0,0,3,11,3,0,3,0,0,23,0,8,12,37,23,7,4,0,0,89,0,12,4,55,28,47,52,33,9,250,0,0,4,21,65,122,264,218,78,776,0,0,10,27,7,8,7,0,0,55,0,0,16,27,4,0,0,0,0,52,0,0,0,21,9,11,0,0,0,43,0,16,33,69,38,27,6,4,3,203,0,3,7,16,14,84,138,50,4,305,0,0,3,15,6,8,7,0,0,47,0,0,3,25,5,0,3,3,0,48,0,3,4,32,0,0,0,0,0,38,0,7,3,36,32,121,301,138,69,701,8,94,111,424,305,279,204,83,30,1540,0,0,0,11,17,24,32,25,8,121,7,8,3,38,7,3,0,0,3,69
SOSR215,0,0,0,12,16,43,65,34,15,191,0,3,8,41,13,20,9,0,0,84,11,45,30,499,47,46,47,35,13,787,0,3,3,38,10,8,12,16,8,88,0,0,0,25,3,4,0,0,0,44,0,0,3,16,3,3,0,0,0,31,0,16,9,105,67,55,85,59,31,431,0,6,7,32,54,173,321,284,148,1034,0,10,4,40,14,10,8,0,3,83,3,0,9,30,8,0,3,0,0,53,0,0,0,9,12,8,0,3,0,33,6,15,19,114,45,45,16,4,0,261,0,0,10,11,14,94,102,25,7,260,0,3,0,22,15,15,15,6,0,84,0,0,11,52,17,14,4,0,4,107,0,0,6,55,0,0,0,0,0,64,0,6,9,59,72,220,454,282,93,1193,25,131,181,665,481,430,292,122,37,2361,3,3,3,18,27,38,62,35,11,204,0,8,4,20,12,3,0,0,3,49
SOSR221,0,0,0,4,3,18,29,16,4,72,0,0,3,6,0,7,3,0,0,12,9,5,3,86,16,10,13,9,0,156,0,0,0,9,0,3,6,3,0,24,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,14,12,21,4,100,0,0,0,3,10,41,71,30,17,176,0,0,0,5,8,0,5,0,0,20,0,3,0,3,0,3,0,0,0,7,0,0,0,0,0,3,0,0,0,5,0,3,0,18,9,12,3,3,0,50,0,0,0,3,4,30,44,14,3,98,0,0,0,4,0,5,7,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,12,21,97,163,56,15,367,3,12,36,148,150,173,127,27,6,683,0,3,0,4,10,15,29,10,0,76,0,0,3,3,0,0,0,0,0,9
SOSR222,0,0,0,0,3,13,15,3,4,32,0,4,3,5,0,0,0,0,0,14,0,8,3,41,11,7,12,3,3,94,0,0,4,8,0,0,7,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,4,0,11,11,17,10,6,3,66,0,0,4,0,8,26,33,16,6,92,0,0,4,8,4,0,0,0,0,14,0,0,6,14,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,3,11,11,4,0,0,0,30,0,0,0,0,6,10,14,0,0,39,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,3,0,0,3,12,14,41,88,32,9,195,3,9,23,116,73,97,70,19,0,408,0,0,0,3,9,8,11,3,0,32,0,0,0,0,0,0,0,0,0,0
SOSR231,0,5,7,18,70,138,197,135,40,613,0,8,23,54,32,27,4,0,0,144,20,68,95,787,127,159,91,28,9,1372,0,8,11,70,29,20,28,13,3,188,0,0,0,24,7,15,4,0,0,50,0,0,11,62,22,3,9,0,0,99,3,31,20,149,118,122,140,68,15,658,4,9,10,80,177,520,907,556,169,2427,0,10,15,59,30,18,9,3,0,139,0,3,10,32,5,5,0,0,0,69,0,0,3,56,35,44,13,3,4,158,3,11,47,165,100,78,35,13,0,449,0,3,3,37,65,293,381,103,7,899,0,4,6,30,41,35,19,9,0,145,0,0,6,21,8,0,5,3,0,42,0,3,0,27,0,0,0,0,0,38,3,16,30,161,205,540,916,294,65,2231,36,252,371,1308,1178,1111,553,137,23,4972,0,4,5,33,68,70,106,33,7,324,0,3,3,39,9,9,6,3,0,73
SOSR279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR299,0,0,0,0,3,4,0,3,0,6,0,0,11,21,0,5,0,0,0,36,10,3,27,87,0,3,4,0,0,130,0,0,0,5,3,0,0,0,0,9,3,3,4,11,3,3,0,0,0,17,3,6,5,9,5,0,3,0,0,27,0,0,5,15,0,0,0,0,0,27,0,0,17,18,6,4,8,0,0,58,0,0,0,9,0,0,0,0,0,11,0,0,13,18,3,0,0,0,0,37,0,0,0,5,0,0,0,0,0,8,0,0,12,27,0,0,0,0,0,42,0,0,0,0,0,0,0,3,0,7,0,0,0,3,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,4,0,0,10,4,0,0,0,0,0,12,0,3,0,8,0,3,12,0,0,29,3,7,24,101,34,31,15,0,0,219,0,0,0,7,0,0,3,0,0,7,0,0,0,9,0,0,0,0,0,11
SOSR301,3,42,56,181,158,333,586,583,240,2181,75,301,1813,2934,932,1260,472,187,35,8008,674,2220,3956,21887,2828,1664,1076,477,185,34972,66,300,668,1836,538,394,377,218,83,4491,61,507,510,2928,541,260,141,55,22,5021,75,273,250,868,310,151,45,14,5,1995,66,457,293,2983,876,629,618,357,177,6458,23,103,211,923,457,789,1423,1460,701,6093,94,339,790,2410,725,270,149,56,40,4866,172,775,2157,6876,1293,472,186,73,8,12007,11,28,32,280,221,181,139,51,15,951,135,490,1986,3760,1586,1357,826,304,66,10514,0,10,14,58,75,183,308,141,42,836,3,23,64,198,135,144,114,39,18,741,10,125,398,1140,323,233,137,48,27,2443,18,109,687,2096,99,43,12,4,0,3073,17,120,164,777,619,949,1722,897,357,5622,1213,9746,13881,35797,16815,12219,6194,2041,629,98549,8,68,69,537,404,338,453,212,51,2150,101,419,477,1914,302,158,64,16,3,3463
SOSR302,0,6,15,46,57,86,175,134,26,544,19,72,307,444,224,242,100,30,6,1440,72,213,571,2360,363,216,184,105,45,4128,12,49,117,346,136,128,77,53,26,941,3,41,58,421,105,108,51,25,10,840,4,15,31,117,53,37,8,12,3,279,15,111,85,457,196,169,172,113,54,1364,0,27,61,240,146,268,459,305,153,1664,43,312,434,1924,830,324,229,70,20,4200,30,220,564,1455,544,198,94,48,6,3161,0,6,3,63,73,57,44,24,7,284,10,78,206,512,359,273,135,53,20,1648,0,3,0,12,23,102,215,104,29,493,0,9,20,102,58,67,54,26,8,352,0,0,11,29,18,17,11,10,3,99,0,16,159,375,9,4,0,0,0,570,0,21,42,154,188,261,585,345,156,1755,376,3417,5045,14496,7567,6112,4174,1681,509,43372,0,12,29,130,90,89,147,82,18,588,11,33,57,215,56,20,17,3,0,404
SOSR303,0,7,5,34,36,40,61,80,15,272,4,47,98,215,77,97,34,15,3,591,86,391,592,3047,437,217,166,109,37,5082,19,71,75,299,92,79,79,44,27,783,3,36,42,165,43,26,37,5,0,368,47,118,28,199,25,10,6,3,0,444,14,127,70,447,236,157,192,107,45,1399,10,44,65,272,153,207,346,320,167,1581,29,189,174,1169,419,101,61,16,13,2172,44,109,202,1203,121,36,6,3,0,1731,0,3,0,16,31,18,15,3,3,88,26,47,122,402,283,190,90,51,8,1217,0,0,9,17,30,72,104,42,9,282,0,14,8,56,34,46,30,22,9,215,3,7,25,141,30,16,20,11,4,262,16,152,250,488,17,17,3,0,0,938,3,44,62,298,221,361,588,370,145,2093,147,1390,1877,6163,4197,4007,2535,1061,332,21709,3,23,23,110,90,114,135,75,19,601,16,73,53,196,21,17,10,0,0,391
